"POINT (-7.6320491 54.340612)",Asda Enniskillen Superstore,
"POINT (-6.4208322 53.2907159)",Lean Bean,
"POINT (-6.418069999999999 53.2856476)",Lidl,
"POINT (-6.2480209 53.34332740000001)",Dublin Pearse,
"POINT (-6.248465 53.7579577)",Seapoint Bay Beach,
"POINT (-9.069356 53.263391)",Portable Toilet,
"POINT (-6.1017355 53.3921681)",Burrow Beach Toilets,Toilets at Largest entrance to Burrow beach also know as Claremont beach
"POINT (-7.190534 53.864841)",Circle K Express,
"POINT (-7.800874100000001 52.9580546)",Texaco Spar Roscrea,
"POINT (-7.258424699999998 52.1740376)",Anne Valley Nature And Wildlife Walk,
"POINT (-6.5683842 52.51086099999999)",St. Mary's Cemetery,
"POINT (-6.324343099999999 53.010461)",Glendalough Visitor Centre,
"POINT (-9.301855999999999 53.24440989999999)",Centra Spiddal,
"POINT (-7.939240299999998 53.4328537)",Applegreen,
"POINT (-6.247752299999999 53.75978380000001)",Termonfeckin Beach,
"POINT (-8.904883599999998 51.62100539999999)",Dunnes Stores Clonakilty,
"POINT (-8.5074382 51.8809011)",Wilton Shopping Centre,
"POINT (-8.268513699999998 52.2627927)",Tesco Superstore,
"POINT (-8.2708211 52.2613808)",Lidl,
"POINT (-8.485126300000001 54.27649)",LMS Xpress,
"POINT (-6.220224399999998 53.45951059999999)",Swords Castle,
"POINT (-6.241677900000001 53.2865247)",Marks and Spencer,
"POINT (-8.871690899999999 53.50825529999999)",N17 Plaza Tuam,
"POINT (-8.8746757 53.5301744)",Top Oil Airglooney Service Station,
"POINT (-9.6396681 53.7791817)",Coffey's Barista,
"POINT (-8.928929 53.27298)",Oranmore Town Centre,
"POINT (-8.930185999999999 53.268153)",Centra Oranmore,
"POINT (-6.050484700000001 52.98304450000001)",Tesco Superstore,
"POINT (-6.916707100000001 53.1540269)",Kildare Village,
"POINT (-6.1616998 53.2605344)",Cabinteely Park Toilets,
"POINT (-6.134323600000001 53.2943137)",Dun Laoghaire Rathdown County Council,
"POINT (-8.4580156 51.90176079999999)",Cork (Kent),
"POINT (-5.9547924 54.9687757)",Public toilet,
"POINT (-6.623039 53.238098)",Johnstown Garden Centre,
"POINT (-7.3083564 52.8869321)",Heywood Gardens Toilet,
"POINT (-8.595030999999997 54.632132)",Áislann Chill Chartha,
"POINT (-7.8082404 54.05596159999999)",Ballinamore Marina,
"POINT (-9.8650502 52.2757432)",Fenit Pier Public Toilets,
"POINT (-6.4678036 52.33222079999999)",Pettitt's SuperValu Wexford St. Aidan's,
"POINT (-6.127202199999999 53.1420985)",Glenview Hotel and Leisure Club,
"POINT (-9.4636094 53.7844321)",Westport Country Lodge Hotel,
"POINT (-6.142279599999998 53.17315199999999)",Avoca Kilmacanoge,
"POINT (-6.116576200000001 53.1845011)",Pettitt's SuperValu Bray,
"POINT (-6.1856588 53.2516269)",Carrickmines Park,
"POINT (-6.108737700000001 53.1956021)",Tesco Superstore,
"POINT (-6.3633915 53.31914260000001)",Red Cow Moran Hotel,
"POINT (-9.266741099999999 51.5448129)",Lidl,
"POINT (-8.178333299999998 51.9166667)",Market Green Shopping Centre, Retail Park and Plaza,
"POINT (-6.2282979 53.2590572)",Fernhill Park & Gardens,
"POINT (-7.890668500000001 52.5104714)",Cashel Town Shopping Centre,
"POINT (-8.879648999999999 52.7104578)",Skycourt Shopping Centre,
"POINT (-8.087098600000001 54.658295)",Lidl,
"POINT (-6.6823115 53.29010529999999)",Condron's SuperValu Clane,
"POINT (-6.1095311 53.3902247)",SuperValu Sutton,
"POINT (-6.1032188 53.3864256)",Public toilets,
"POINT (-6.919351700000001 53.1493928)",Centra Junction 13,
"POINT (-7.3620484 53.9943425)",Cathedral of Saints Patrick & Felim, Cavan Toilet,
"POINT (-8.03781 52.849068)",Centra Toomevara,
"POINT (-6.8346665 53.41492089999999)",Applegreen,
"POINT (-8.4972275 53.7689788)",Lidl,
"POINT (-6.969844599999998 54.24663289999999)",Monaghan Shopping Centre,
"POINT (-8.1984148 52.8625297)",O'Connors SuperValu Kenyon Street Market,
"POINT (-8.2220286 53.0907087)",Portumna Playground Toilets,
"POINT (-7.4604118361378555 52.126594859692105)",Stradbally Cove Toilets,
"POINT (-8.174106199999999 54.30314699999999)",Rooney's SuperValu Manorhamilton,
"POINT (-8.369005399999999 54.3385785)",Toilet,
"POINT (-8.1674568 51.905135)",Circle K Lakeview,
"POINT (-6.2963691 52.671734)",Gorey Shopping Centre,
"POINT (-7.8462101 51.939817)",Front Strand Public Toilets,
"POINT (-7.934467199999999 52.37450390000001)",Texaco R688,
"POINT (-6.5338822 53.3384018)",Applegreen,
"POINT (-6.210191300000001 53.5402312)",Applegreen Southbound.,
"POINT (-6.2150106 53.5371791)",Applegreen,
"POINT (-7.1981006 53.10778879999999)",Toilets,
"POINT (-8.500294 51.88319749999999)",St. Finbarr’s Cemetery,
"POINT (-6.0526003 52.9880122)",Wicklow Train Station,
"POINT (-7.935225799999999 53.4265877)",Athlone Bus Station, Stop 555101,
"POINT (-7.822069600000001 52.6767768)",Thurles,
"POINT (-6.7322668 53.4819883)",Londis - Supermarket,
"POINT (-8.1338327 55.12034699999999)",EUROSPAR Gortahork,
"POINT (-6.1478112 52.9292653)",National Botanic Gardens, Kilmacurragh,
"POINT (-6.2168025 53.41258240000001)",Circle K Clonshaugh,
"POINT (-6.816372800000002 53.16709039999999)",Maxol Service Station Newbridge,
"POINT (-8.6066974 53.2645083)",The Galway Plaza,
"POINT (-8.09399 53.9430642)",Carrick on Shannon Public Toilets,
"POINT (-7.442920999999999 55.150172)",McDaids Bathroom Plumbing Tiles,
"POINT (-7.2662923 55.2512772)",Carndonagh Shopping Centre Toilets,
"POINT (-9.0536151 53.2696822)",Galway City Museum,
"POINT (-9.439117000000001 51.9030402)",Kilgarvan Community Centre,
"POINT (-8.485721 53.7615202)",Castlerea Train Station,
"POINT (-6.4649051 52.7999378)",Centra Tinahely,
"POINT (-8.9538824 53.1395692)",Emo Oil - Wild Atlantic Way Service Station,
"POINT (-7.318224 54.99675000000001)",Foyle Street Buscentre,
"POINT (-8.0010689 51.8272478)",Ballycotton pier Bathrooms,
"POINT (-6.696444 54.876001)",Drumnaph Nature Reserve,
"POINT (-6.6733647 54.8438846)",Maghera Public Toilets,
"POINT (-9.265498299999997 51.5027901)",Trá na Móna,
"POINT (-6.147544799999999 53.9819677)",Templetown Beach Car Park,
"POINT (-9.9993251 51.6775049)",Travara Playground,
"POINT (-7.627263700000001 52.9397025)",Inver,
"POINT (-8.584659799999999 53.2020042)",Supermac’s & Papa John’s,
"POINT (-8.574591899999998 52.6492502)",B&Q Limerick,
"POINT (-7.987557799999998 53.1900809)",Flynn's SuperValu Banagher,
"POINT (-9.3156007 54.10056900000001)",Mulhern’s Service Station,
"POINT (-7.349353 52.9135268)",Breslin's SuperValu Abbeyleix,
"POINT (-6.540936400000001 53.5111324)",Healy's SuperValu Dunshaughlin,
"POINT (-9.8233278 54.02445849999999)",Ballycroy Visitor Centre - Wild Nephin National Park,
"POINT (-6.178846300000001 53.3027896)",Blackrock,
"POINT (-6.462160300000001 52.3380334)",National Opera House,
"POINT (-6.569379700000001 52.4967188)",National 1798 Rebellion Centre,
"POINT (-6.500065799999999 52.5906289)",Ferns Castle Visitor Centre,
"POINT (-8.6255223 52.669718)",King John's Castle,
"POINT (-5.8738218 54.1746478)",Blood Bridge Car Park,
"POINT (-7.5680687 52.0460139)",An Rinn Playground,
"POINT (-9.2624848 51.5550181)",Public Toilet,
"POINT (-9.891276099999999 53.5611083)",Kylemore Visitor Information Point,
"POINT (-6.395093399999999 53.32372520000001)",D22 E9X5,
"POINT (-6.434685199999998 54.42835609999999)",Asda Portadown Superstore,
"POINT (-6.6511911 54.3463618)",Public Toilets,
"POINT (-6.653997 54.34568)",Public Toilets,
"POINT (-6.6526723 54.3480526)",Public Toilets,
"POINT (-6.651193 54.3476317)",Sainsbury's,
"POINT (-6.0175322 54.694219)",Applegreen Temple Patrick Services Northbound M2,
"POINT (-5.7270816 54.8477337)",Portmuck Harbour Public Toilets,
"POINT (-7.985871399999998 53.44965649999999)",Top Oil Hodson Bay Service Station,
"POINT (-6.4176391 53.2775719)",Spar,
"POINT (-6.182467600000002 53.61177199999999)",Balbriggan Train Station,
"POINT (-5.961861499999999 54.5760628)",The Range, Boucher Road,
"POINT (-8.478090499999999 51.9004078)",North Main Street Car Park,
"POINT (-6.3269231 54.4645023)",Lurgan Park Toilets,
"POINT (-6.2110652 52.86146049999999)",Avoca Cafe,
"POINT (-9.4277773 52.8689736)",Public Toilets,
"POINT (-6.260882199999999 53.3502635)",McDonald's Toilet,Code is 3838
"POINT (-7.801226600000001 51.97424479999999)",Applegreen Kinsalebeg Toilets,
"POINT (-8.6435228 52.6303219)",Centra Dooradoyle,
"POINT (-6.135762199999999 53.1696955)",Circle K Kilmacanogue (N11 Southbound),
"POINT (-6.1364503 53.1690954)",Kilmacanogue Service Station,
"POINT (-6.0803554 52.9929577)",Rathnew Community Centre,,Open from 8am, wheelchair accessible
"POINT (-9.0465109 51.93592220000001)",M. & J. Kelleher Ltd.,
"POINT (-9.145726 51.9365224)",Centra Ballymakeera,
"POINT (-6.590614 53.378086)",Maynooth,
"POINT (-6.15819 53.44297)",Malahide Playground Toilets,
"POINT (-9.508792 52.0582114)",Killarney Bus Tours with Deros Tours,
"POINT (-6.9269128 52.8321567)",Woodie's Carlow,Before exit, on the right side - Storage room/Toilet
"POINT (-6.2585813 53.36312859999999)",Drumcondra Dart Station,
"POINT (-9.691108999999999 52.270146)",Dunnes Stores Tralee,
"POINT (-9.5099466 53.79608909999999)",Westport Train Station,
"POINT (-8.8754823 52.7126169)",Circle K Shannon,
"POINT (-6.2856618 52.6755172)",Applegreen Gorey,Straight in the door at the back. This is in Gorey just off the roundabout at the bottom of Esmonde Street (across from graveyard)
"POINT (-8.4716103 51.89847040000001)",Penneys,
"POINT (-10.2230277 51.9477506)",Cahersiveen Public toilets,
"POINT (-6.2289194 53.46154389999999)",Lidl,
"POINT (-9.9455127 53.5506192)",Connemara National Park Visitor Centre,Open until 17:30.
"POINT (-7.7101405 52.35354200000001)",ALDI,
"POINT (-8.1047012 55.1364505)",Batch Donegal,Toilet in the cafe. Owner allows public use of bathroom.
"POINT (-8.4920239 51.8939207)",Aula Maxima,Bathroom in University College Cork is open to public 7 days a week
"POINT (-6.0433978 55.1276958)",Cushendun public toilets,
